id_transacao,tempo_desde_ultima_transacao,valor_transacao,localizacao_comerciante_risco,frequencia_cartao_dia,media_gasto_cartao_semana,fraude
656,3099.0,136.92078884576506,0,8,3499.429984147057,0
382,1248.0,433.7657542000167,0,3,1922.4475323208096,0
387,489.0,44.877012450077835,0,2,1814.0589001008032,0
220,2710.0,28.721495157408235,0,13,1950.583561965983,0
13,1512.0,35.138586101085714,0,3,2549.446021150677,0
572,2324.0,182.697488994244,0,3,2379.3286010899246,0
440,3005.0,177.45039662975938,0,9,5164.262405575247,0
743,264.0,335.7545901271434,0,6,1975.0822089685312,0
447,1846.0,56.518249237294825,0,2,3220.1023926571215,0
380,1445.0,155.31616626563806,1,7,1326.2069330753202,0
852,14.0,2686.0307119748427,1,44,808.5151820414518,1
153,2176.0,240.8301879026506,0,3,3398.9243588030613,0
879,15.0,2217.4156103834225,1,39,1234.6390004594375,1
919,6.0,2593.8595885832005,1,46,756.6997409113466,1
826,7.0,2362.5997363365923,1,34,529.6421723903632,1
450,599.0,99.31592813868916,0,5,1873.5693254692385,0
247,3488.0,349.0161671499852,0,2,3829.9340452346087,0
904,3.0,1880.4168099654812,1,36,810.1734910344883,1
816,24.0,2114.8503735839276,1,23,1435.3004314394009,1
228,1464.0,319.61006255499586,0,6,3890.268770407458,0
196,1849.0,192.72738210881656,0,1,2328.856615746056,0
560,1171.0,229.32751102230804,0,1,4204.719720253733,0
603,1815.0,113.85222326312748,0,7,2490.9664490839605,0
433,3200.0,458.06013803678275,1,12,3661.366976582411,0
823,24.0,1677.806535600986,1,39,666.5259251459347,1
974,13.0,2542.363071087472,1,32,933.183789767018,1
117,3142.0,675.0194641395934,0,14,1787.757197376166,0
21,799.0,41.10465907504821,1,10,1587.2466203222689,0
140,2118.0,54.65177903015798,0,13,1230.4860067369957,0
206,1393.0,184.34738207918167,0,12,5150.568753996493,0
166,427.0,494.9459328374061,0,13,5105.784850491794,0
365,1949.0,39.64883092570239,0,2,2064.257014724819,0
832,4.0,1942.9704138138216,1,31,1036.9234604968544,1
510,1262.5,237.7123317306633,0,13,5715.082114670462,0
300,1399.0,393.4720798170299,1,8,3573.9478756799977,0
704,2254.0,332.07963812930643,0,8,2019.6511581852897,0
774,23.0,976.5326566386,1,36,892.9980597460386,1
556,663.0,208.19593734577683,0,11,2256.9738212900384,0
724,3025.0,98.03231243384116,0,8,4635.015955484695,0
897,12.0,1755.804134591484,1,46,406.5324251875569,1
893,18.0,2207.988310608901,1,28,1358.4288585630811,1
217,1438.0,35.62348103211911,0,6,8437.140304085788,0
851,8.0,2387.8836087015884,1,18,750.4135247516647,1
828,17.0,1720.168655108017,1,47,1753.466965475327,1
83,1615.0,52.0322198943148,0,3,2925.358599646184,0
962,29.0,1813.9558792735224,0,47,1079.432593293394,1
80,2283.0,450.4020933622717,0,12,3983.636941092498,0
16,3201.0,1291.246289830058,0,14,5201.269122372592,0
243,1262.5,456.15416452656456,0,6,2201.6743180415465,0
288,1262.5,287.36607865978596,0,14,2121.2202397873994,0
678,2816.0,319.4880123931158,0,2,2254.500651079569,0
642,41.0,1433.5549272165244,0,12,1589.4594387471318,0
922,25.0,1894.362372424843,1,20,1063.821932757298,1
858,23.0,2094.2338645331383,1,41,633.1314941333308,1
145,809.0,59.38819395853815,0,9,3801.9278100659944,0
566,1242.0,153.5381445120929,0,2,3642.902083865039,0
632,986.0,335.7545901271434,0,11,1966.938410996474,0
677,2269.0,775.9309408457426,0,12,3068.6614370074685,0
73,1420.0,260.14833953755635,0,14,6141.492411150638,0
544,1399.0,83.44718409347121,0,3,1025.3632657145183,0
508,711.0,103.34264972249532,0,5,1602.2643824471168,0
290,216.0,278.38594939646424,0,11,2917.755318199662,0
773,15.0,1785.827380147069,1,35,945.0548586840116,1
825,10.0,2132.1489109877166,1,24,840.5636345922355,1
195,3187.0,659.4367757691674,0,3,4614.760048283549,0
672,705.0,351.4067209299121,1,6,2323.2924390552935,0
324,1817.0,43.50260362802211,0,5,2256.9738212900384,0
149,532.0,227.03191250742023,0,9,2168.562311296568,0
48,3035.0,110.165128874211,0,3,3436.5827504953368,0
870,22.0,1679.7352717462563,1,35,1343.9322611202183,1
70,2975.0,924.9006745541488,0,5,3742.207399236055,0
10,496.0,46.56403383212623,0,8,2148.9492551336994,0
625,3576.0,2485.256868683836,0,6,5690.39363118966,0
348,3221.0,404.8543425690834,0,4,2210.041644981142,0
439,1010.0,34.73675167026274,0,11,1155.915048409635,0
266,1737.0,551.4107829827736,0,3,2034.4966405488171,0
550,1180.0,252.70688756828332,0,1,2719.6686262744165,0
369,3264.0,36.38227892678336,0,2,3375.367723734712,0
552,1961.0,85.55599323604383,0,14,2669.231045679119,0
760,24.0,335.7545901271434,1,35,845.4344818575272,1
468,1530.0,225.4886702729649,0,11,3379.799488620268,0
175,893.0,335.7545901271434,0,14,4397.7962603163805,0
49,592.0,147.5854219067749,0,8,3948.390051383981,0
344,1184.0,113.18231601919712,0,4,2490.9696530975984,0
213,1526.0,203.47367410730627,0,6,2066.0272828820025,0
210,1559.0,1109.4068212353702,0,10,1408.6505859377542,0
121,2598.0,63.72202007048998,0,3,6996.770291833791,0
383,430.0,279.4725736310169,0,4,6405.065730753295,0
738,663.0,264.5710857695634,0,1,2165.57067925579,0
226,739.0,72.15139166319216,0,12,3964.2305915881702,0
527,76.0,124.73698393885972,0,4,1953.4063603377983,0
144,1893.0,335.46792349739525,0,14,3212.2884814844247,0
617,3117.0,65.75918050347825,0,10,1829.0145595900913,0
403,3378.0,479.29943780868894,0,10,1197.6588253180212,0
594,2509.0,1273.3304303257362,0,2,2051.5192489474816,0
833,5.0,2419.7967728336025,0,26,966.061584245278,1
445,157.0,124.27073137830608,0,8,4317.3430830417565,0
480,65.0,103.43662865036832,0,4,4406.860776936457,0
45,219.0,335.7545901271434,0,13,1066.6121521167508,0
339,3334.0,51.41250801508208,0,7,4428.281568729309,0
44,1836.0,335.7545901271434,0,4,4637.7902077936715,0
685,2740.0,149.04996695837886,0,14,1133.3424905382135,0
323,292.0,321.9103846251678,0,13,4673.76262830196,0
943,22.0,2925.5829709733543,1,41,957.356038917836,1
602,2100.0,619.763705306106,0,11,2240.311654643064,0
349,1726.0,254.01648837900055,0,14,2656.3722852129004,0
419,2235.0,81.75975948665001,0,3,2256.9738212900384,0
131,421.0,94.64550565257898,0,7,3190.8984577648557,0
912,25.0,1670.1868494700443,1,11,1111.0183345806863,1
585,2171.0,141.37902425945686,0,12,3633.5377466677746,0
898,12.0,2210.0589991259862,1,39,1014.0804706181108,1
379,1949.0,109.8536294227403,0,9,2864.5123167497395,0
427,2357.0,817.6894623879489,1,12,2804.6481362097707,0
993,27.0,1772.9157069202056,1,34,945.5652792257448,1
184,3508.0,807.133102149225,0,4,1812.6128744507232,0
67,2854.0,147.3546092283807,0,3,1658.8949672677636,0
749,983.0,172.8052501173926,0,8,3027.0572576256172,0
53,1558.0,51.94235458962879,1,6,2218.960128501668,0
736,2475.0,1220.5809114852254,1,2,1448.1119764185178,0
