id_transacao,tempo_desde_ultima_transacao,valor_transacao,localizacao_comerciante_risco,frequencia_cartao_dia,media_gasto_cartao_semana,fraude
579,2774.0,151.3319989402302,0,10,2680.1184018908034,0
24,3515.0,29.59713965502462,0,5,2968.719269650503,0
31,489.0,115.96946358019221,0,10,1766.7363090951064,0
618,2869.0,62.25520107517795,0,12,5797.800302619763,0
11,1268.0,268.3971816627874,0,2,3681.412737872117,0
222,1002.0,252.71125622459874,0,4,1328.938654988301,0
821,8.0,,1,12,1206.119738757675,1
297,3032.0,382.198086039663,0,1,5655.467076532497,0
55,3586.0,90.40954742795157,0,4,2509.326551526906,0
543,2004.0,21.26192456540259,0,3,3558.586374242293,0
210,1559.0,1109.4068212353702,0,10,1408.6505859377542,0
605,1811.0,395.79029154784416,0,5,3196.75321969005,0
693,902.0,333.14445774438894,0,7,3077.3294734687406,0
663,1546.0,377.92705252669913,0,14,1166.8267283023256,0
867,24.0,1879.3281127967475,1,46,1691.0916256314367,1
71,1393.0,108.5053247948282,0,14,3047.2096461301726,0
544,1399.0,83.44718409347121,0,3,1025.3632657145185,0
108,367.0,225.65247016837074,1,8,1905.312538762683,0
494,1853.0,326.28139967609286,0,11,,0
591,2989.0,327.99706648367356,0,3,3160.067601173138,0
742,762.0,149.50395693697922,0,12,3171.3425269303975,0
293,3450.0,453.17287216787713,0,9,3462.3610599552776,0
290,216.0,278.38594939646424,0,11,2917.7553181996614,0
653,2682.0,236.35789769127865,0,1,1129.5366838728353,0
40,2077.0,181.04470243725677,0,14,2202.8275012835634,0
590,1257.0,328.44787462504917,0,6,3261.725299715878,0
308,518.0,520.3325419981376,0,13,2169.295283712678,0
680,,196.07166199718588,0,8,4270.675709374173,0
67,2854.0,147.3546092283807,0,3,1658.8949672677636,0
276,152.0,22.333113606555926,0,1,3072.312937613213,0
68,3447.0,62.35027363585783,0,9,2647.183089424653,0
319,2228.0,42.38672048708288,0,3,4060.628467090772,0
549,2868.0,227.6341625479898,0,10,3987.2396040377707,0
999,27.0,1462.9233090616947,1,45,813.3895583336856,1
715,3485.0,908.9689102455621,0,9,775.456148082426,0
754,11.0,2759.4432907263317,1,37,1415.904819178853,1
328,1046.0,97.70501200588905,0,1,2743.4965947582573,0
383,430.0,279.4725736310169,0,4,6405.065730753295,0
452,1925.0,2009.2102044337903,0,4,2303.5857005658913,0
523,906.0,461.3365641513968,0,13,3193.242026934168,0
219,1336.0,1587.0450305244287,0,9,2616.889050256361,0
788,10.0,1590.7980347356581,1,48,475.70904705152157,1
437,,176.77703378915393,0,11,3436.4283547267482,0
765,24.0,1811.3392449408698,1,29,901.8948047170686,1
89,1159.0,281.05035030097264,0,11,,0
64,2091.0,35.597299654162086,0,9,1680.793061911995,0
827,28.0,1601.9919673920613,1,47,1104.012993281476,1
717,1420.0,365.9032480844256,0,14,4829.270756897914,0
352,1678.0,3289.917611436597,0,2,1439.3693596568908,0
937,28.0,1548.2867918155282,0,48,1112.0045679134194,1
257,1619.0,255.85227753841534,0,10,2510.971311321929,0
636,1321.0,41.382662887223,1,1,1476.9342233359525,0
645,3354.0,278.9633644889128,0,7,5928.93883686194,0
555,1111.0,497.74099999831435,0,12,3970.184823179658,0
960,17.0,1932.445366404581,1,15,744.8394163758868,1
169,422.0,92.8976688588738,0,9,3142.8664270521767,0
918,5.0,1588.764543575355,1,47,989.4977169981292,1
529,2900.0,176.6858977069759,0,13,2117.154649670618,0
824,28.0,1002.5273570933574,1,38,989.2523263880611,1
986,,1317.8761223910446,1,31,605.2552550717478,1
817,23.0,1305.8049296141526,1,44,1263.825112341221,1
87,3491.0,83.9718251409544,0,11,4505.551642554393,0
433,3200.0,458.06013803678275,1,12,3661.3669765824116,0
185,2308.0,26.977874622296664,0,5,747.5117460107343,0
979,,1880.6966153718522,1,23,957.8874823283991,1
535,1159.0,2451.078242870789,0,1,2677.184348846301,0
295,689.0,153.50772879241094,0,8,1719.4751893897337,0
893,18.0,2207.988310608901,1,28,1358.4288585630813,1
426,1090.0,259.75093331165647,0,14,3168.301923509157,0
714,2812.0,138.29926315479472,0,7,5364.6743919037735,0
261,,502.0784380586613,0,13,1972.6089119070598,0
238,1525.0,323.13776019340077,0,7,2089.4689077083594,0
560,1171.0,229.32751102230804,0,1,4204.719720253733,0
584,1038.0,144.41200467340227,0,8,2034.2953562606776,0
446,2095.0,2000.3030133255443,0,7,1930.7373840079701,0
868,2.0,2084.2009784677366,1,26,556.1667330580829,1
801,18.0,2080.4894735894995,1,20,940.6186813045954,1
600,1787.0,169.69949882422046,0,5,1357.559669560069,0
850,,1633.765771494173,1,39,,1
266,1737.0,551.4107829827736,0,3,2034.4966405488171,0
996,14.0,2990.5404469646087,1,26,1510.9517829754113,1
530,3013.0,121.68614228940008,0,6,1961.8672698633582,0
56,676.0,52.70657808925017,1,12,3016.242035987296,0
121,2598.0,63.72202007048998,0,3,6996.770291833791,0
216,3326.0,323.5692601506372,0,3,1313.3284905450191,0
26,2463.0,433.0809003120448,0,4,3380.4055548650417,0
73,1420.0,260.14833953755635,0,14,6141.492411150638,0
45,219.0,,0,13,1066.6121521167508,0
248,3214.0,269.9226790166766,0,1,2274.1042328417507,0
722,425.0,176.93343618490115,0,11,2737.8816467923903,0
282,227.0,125.08535096522104,0,1,2164.4302822087648,0
894,13.0,1601.0032989092617,1,46,1268.3941562721616,1
915,13.0,2320.198592455839,1,12,850.9203924646065,1
811,25.0,1667.8879093233877,1,38,1203.68409632867,1
245,,121.7291762747387,1,6,1368.4967142218125,0
823,24.0,1677.806535600986,1,39,666.5259251459347,1
322,1664.0,436.18116167707143,0,8,2322.5105731567937,0
644,3403.0,136.66392790836272,0,4,2648.257883213209,0
159,2690.0,243.3925260487851,0,4,4766.0881235765255,0
978,20.0,1817.231358120914,1,18,748.923788861116,1
430,331.0,74.66429769759861,0,3,1273.8706958623702,0
942,13.0,1730.9204993966357,0,31,1177.126618375439,1
463,3205.0,262.3384537609227,0,12,2239.045842009824,0
310,1989.0,96.84492527404068,2,14,3425.5931092450583,0
698,1933.0,125.0121304962878,0,4,2736.4853557485512,0
61,2465.0,105.24443464616341,0,3,2488.298553432437,0
885,13.0,2684.0649038544334,0,35,1010.2082233216696,1
596,580.0,1357.4859223157307,0,6,2369.3933976470826,0
768,19.0,2157.224458675981,1,21,839.4049862297023,1
650,2926.0,321.08368907361984,0,4,3940.3215834942093,0
651,119.0,107.98375822986952,1,13,5222.5116077621915,0
866,,1846.715276433075,1,13,1181.2362668765554,1
669,3378.0,43.32961573100246,0,6,3289.3310714119534,0
299,2480.0,670.186304597293,0,1,1787.026169394429,0
690,2356.0,163.78498687735728,0,10,2680.0298855202445,0
315,670.0,323.0812867113918,0,13,1066.1416521778497,0
311,1693.0,41.23050404955001,0,3,3190.3117124089913,0
362,2230.0,227.60942782159074,0,3,3034.7910807504445,0
480,65.0,103.43662865036832,0,4,4406.860776936457,0
111,821.0,477.5436689496312,0,10,1273.6859267607836,0
990,26.0,2474.586853213836,1,19,952.5538466883039,1
487,1001.0,217.50959195995551,0,8,2383.3975045051725,0
364,2991.0,559.4038565200128,0,7,1461.1641512184246,0
255,671.0,95.15215139547281,0,3,632.4242280208066,0
260,3326.0,93.48431853622442,0,13,9220.894434058135,0
803,24.0,2338.5734331788153,1,16,450.4953258381921,1
678,2816.0,319.4880123931158,0,2,2254.500651079569,0
495,2804.0,232.26555082890155,0,14,1348.7756081037587,0
671,2838.0,711.7895875395071,0,3,1384.5241345351722,0
378,1557.0,69.75951600400714,0,9,1434.0580369310328,0
527,76.0,124.73698393885971,0,4,1953.4063603377983,0
846,28.0,2127.526674444788,1,35,1393.5951215721839,1
138,2308.0,118.37542094083965,0,6,2764.835329183582,0
356,283.0,98.17731928034839,0,8,4385.608768708741,0
366,907.0,282.4703093087752,0,13,3235.8686556266193,0
943,22.0,2925.5829709733543,1,41,957.3560389178361,1
750,2569.0,543.5565116083709,0,12,3949.200458083616,0
949,,1974.8585128187501,1,48,980.5934184902444,1
830,29.0,1826.6733192849447,1,34,990.3158166851589,1
657,,109.19000296450989,0,3,2524.427264425499,0
200,1627.0,315.44877000755764,0,8,1260.4170479013296,0
214,3332.0,83.67049039292158,0,8,1317.6486096219926,0
409,482.0,605.2310946782184,0,7,3680.8127379593693,0
333,2331.0,607.8383587116423,0,10,1625.4622282023697,0
209,1693.0,249.24734110020214,0,3,2813.49837892169,0
614,1045.0,256.18318554622704,0,1,3179.0610141513716,0
79,64.0,237.22632156930229,0,3,3774.758327324105,0
30,1214.0,430.1598717221,0,2,4358.851061292872,0
536,1723.0,321.2455816093237,0,13,3051.0469527996224,0
696,2139.0,,0,3,2234.2373554608926,0
558,2879.0,456.2621484423938,0,4,5319.838200337494,0
837,18.0,1597.1973007868703,0,16,343.023488506434,1
597,1665.0,605.6195814215536,0,13,5913.943161606152,0
166,427.0,494.9459328374061,0,13,5105.784850491794,0
919,6.0,2593.8595885832005,1,46,756.6997409113466,1
496,2012.0,1114.4976940911051,0,6,1847.8035756384418,0
825,10.0,2132.1489109877166,1,24,840.5636345922355,1
66,2071.0,566.6509796025382,0,5,2339.4296253485863,0
142,2212.0,123.21675098028305,1,8,5358.491166491468,0
926,22.0,1194.9642762928115,1,43,1165.239271682099,1
828,17.0,1720.168655108017,1,47,1753.466965475327,1
656,3099.0,136.92078884576506,0,8,3499.429984147057,0
332,1357.0,308.5961111857575,0,12,1967.5610814647137,0
665,442.0,285.56685245599874,0,7,4357.7843576484665,0
250,3029.0,1828.1057836553832,0,12,2610.795593518327,0
908,23.0,1459.4314436011691,1,21,1223.2557130945104,1
709,105.0,4480.3324106434075,0,1,4625.4075433323615,0
306,1764.0,130.77091578656854,0,9,4372.726826190268,0
735,3012.0,939.02400099112,0,6,2496.0084791937575,0
976,18.0,1630.491564989426,0,22,1435.785023645854,1
50,1929.0,,0,8,2885.5411784592925,0
897,12.0,1755.804134591484,1,46,406.5324251875569,1
3,890.0,47.613841003787456,0,9,1840.058458548489,0
545,770.0,167.60237423947922,0,10,2281.5260015007134,0
351,616.0,43.28934847124279,1,4,2272.8105620264178,0
905,16.0,1355.1172091174699,1,48,1178.9323412745257,1
537,1712.0,36.729413364834386,0,2,3569.611094515125,0
345,433.0,,0,2,1393.0914026350572,0
995,,1125.626961931806,1,34,1298.674454200609,1
482,49.0,282.2103524430628,0,13,5146.046722044949,0
576,3536.0,475.7288826943622,1,6,2790.454278350596,0
34,2330.0,86.35592001288586,0,7,2006.623360346819,0
32,3415.0,17.173916168160822,0,11,2453.245030563475,0
232,1287.0,58.01749345062152,1,6,6351.332815601136,0
964,20.0,2010.2465064630123,1,38,954.4856699268313,1
193,1752.0,108.36386499817331,0,9,1796.7037961513715,0
334,,239.4972058570538,0,5,2664.8950759111895,0
4,1324.0,136.87903324945054,0,11,2157.290935895874,0
205,1673.0,695.4476166626919,0,6,2074.446223708111,0
515,2341.0,391.4239276254728,0,3,5669.703327698106,0
800,20.0,1253.8656066700682,1,13,647.8360106773082,1
307,1873.0,125.10569003026595,0,7,2270.8519939924836,0
110,1106.0,1120.112568701458,0,14,2921.6387260247157,0
431,210.0,232.7099718869485,0,3,5022.960549684827,0
78,805.0,251.5949481676164,0,9,5247.253382063908,0
85,3103.0,,0,6,9373.340865539876,0
287,638.0,654.9501603135735,0,1,5771.616584555448,0
83,1615.0,52.0322198943148,0,3,2925.358599646184,0
992,18.0,1996.8267894635824,1,17,,1
790,19.0,1930.3539941116856,1,34,1142.629204757987,1
895,16.0,2136.599599511022,1,27,588.1421645556809,1
399,1829.0,52.89437906920524,0,11,,0
324,1817.0,43.50260362802211,0,5,,0
520,1156.0,152.54522457087546,0,12,1119.53716540323,0
917,17.0,1453.221427055882,0,27,703.0126622343959,1
923,28.0,1780.0185437967116,1,13,1234.8621204845717,1
6,1125.0,158.99645616160325,0,12,3139.8940488449693,0
732,2186.0,96.21960910922897,0,13,5172.894836999932,0
466,3277.0,226.9294162495407,1,11,2730.482561593189,0
98,1025.0,768.679107744242,0,8,4962.629718637139,0
267,2807.0,,0,13,2691.833526374606,0
358,3213.0,167.10944174821566,0,-1,1440.8575928194475,0
869,9.0,1895.500019653134,1,48,,1
799,27.0,2436.7582122348754,1,34,825.4653899823838,1
381,1188.0,785.0427658597727,0,12,2977.5655869126804,0
632,986.0,,0,11,1966.938410996474,0
382,1248.0,433.7657542000167,0,3,1922.4475323208094,0
491,1145.0,762.3796902507423,0,13,3714.0320452610554,0
119,,228.29214844524157,0,3,4402.276108271698,0
901,28.0,2141.394348241838,1,46,749.7030863525254,1
251,3182.0,1481.2396763124684,0,6,4280.137977569102,0
524,1021.0,247.20001375385596,0,13,1756.9000524049902,0
10,496.0,46.56403383212623,0,8,2148.9492551336994,0
197,2655.0,239.02100190818084,0,2,1895.9653813692792,0
604,2599.0,417.2979964387667,0,12,3780.470439463545,0
82,1985.0,452.795938557603,0,2,2197.421561269168,0
784,23.0,2107.4700849694664,1,49,839.9199080682499,1
588,3089.0,,0,5,4924.833223744496,0
798,,2273.0367565685556,1,22,1488.7499094702835,1
240,1166.0,101.68103628130105,0,1,3037.6696750406736,0
291,3427.0,133.70566565942107,0,6,2320.7281398180958,0
212,3449.0,431.29377955252994,0,13,3993.4381333784067,0
718,173.0,623.9884555622413,0,14,2704.782310227523,0
360,1526.0,149.6379084208882,0,12,2008.0205125118641,0
450,599.0,99.31592813868916,0,5,1873.5693254692385,0
228,1464.0,319.61006255499586,0,6,3890.268770407458,0
951,,1241.2314339923028,1,16,1021.9590973005083,1
947,29.0,2447.024798662397,1,41,657.0942063778814,1
797,26.0,1452.2832713527066,1,25,710.3005589430376,1
502,2227.0,61.32882726721859,0,6,2878.747234001898,0
465,275.0,151.30078016035696,0,11,,0
363,1914.0,155.36358272452,0,9,2122.781924269546,0
469,1735.0,57.488720423493895,0,1,,0
936,24.0,,1,23,781.5768706434037,1
429,2574.0,31.43114526799956,0,2,3114.8891850473346,0
8,1668.0,61.95805445285855,0,9,3105.417503049917,0
156,2803.0,275.39903152475597,0,14,1741.6991024551185,0
542,1111.0,103.19770456353112,0,7,,0
441,2036.0,58.59368740100451,0,6,4008.2611092435072,0
483,,,0,2,2591.419122325164,0
423,2595.0,181.94823361807994,0,5,1798.738591875424,0
779,14.0,2956.2047049583994,1,15,849.4647421565404,1
950,23.0,1680.4382387640178,1,24,,1
335,3138.0,52.61265050898161,0,8,,0
577,1026.0,385.72311243018385,0,9,2218.3572295693953,0
935,6.0,3166.644660824891,1,40,891.9882193729052,1
568,1500.0,95.59024184887839,0,4,4115.0351599761025,0
595,2418.0,111.7246100416829,0,11,2944.013751038917,0
531,2733.0,320.9061094325033,0,4,1769.8702505623573,0
582,1122.0,102.73506869170629,0,7,1949.834123103918,0
708,3334.0,432.9875298342464,0,9,1597.2449971151275,0
449,2643.0,,0,12,4450.657074757569,0
454,655.0,110.8436383673125,0,8,4671.13243117781,0
229,678.0,114.7600145920344,0,12,6334.690619218423,0
353,1473.0,986.6372225377877,0,5,2580.9150148343806,0
729,1197.0,14.772144810933467,0,13,6101.059118701213,0
213,1526.0,203.47367410730627,0,6,2066.0272828820025,0
80,2283.0,450.4020933622717,0,12,3983.636941092498,0
149,532.0,227.03191250742023,0,9,2168.562311296568,0
303,176.0,144.50460650016305,0,11,2286.1382751350175,0
629,2767.0,1021.5788122105852,0,8,1836.2125507177275,0
778,21.0,2778.000285919602,0,28,1015.3593705643256,1
507,1745.0,153.89457106187692,0,10,855.0909196697224,0
343,2285.0,1918.0591769250836,0,1,3378.14752474678,0
486,,3116.4924487765747,0,8,3257.5753457790456,0
712,,303.3245927258088,0,2,1356.6357236602091,0
134,2366.0,587.7296745885337,0,3,9097.107614250208,0
704,2254.0,332.07963812930643,0,8,2019.6511581852897,0
312,2628.0,827.2176954454712,0,11,2181.2183878812593,0
723,3126.0,424.91430376451,0,3,2193.4235719901053,0
630,2457.0,16.798508562535673,0,7,4639.815347151214,0
1,3204.0,212.3333084975454,0,12,2374.3257180703977,0
317,2550.0,162.80747937482715,0,8,5206.82101960164,0
707,2522.0,481.2409758540896,0,12,3068.3541632160723,0
548,1883.0,166.50185137429168,0,3,3173.9535396459987,0
873,16.0,2161.2334505008735,1,39,1100.8434889078687,1
533,399.0,57.59351828928541,0,5,3416.4862499023925,0
478,1559.0,443.2944584148492,0,6,1652.5543583825229,0
405,2361.0,51.63694340161329,0,5,2553.138184618994,0
173,2969.0,216.5564037515986,0,14,4701.42342216225,0
126,1525.0,1532.6102690934385,1,7,7214.329456880538,0
395,,140.82989805846162,0,9,7592.61732441046,0
421,1099.0,,0,7,2695.9843099765453,0
553,1042.0,210.22476281275462,0,12,1641.4843075141164,0
904,3.0,1880.4168099654812,1,36,810.1734910344883,1
91,732.0,200.5270451843473,0,2,3169.1279415704503,0
940,28.0,1122.7289480668649,1,37,622.6395532273336,1
182,1787.0,350.1022772913092,0,5,1576.0417587503473,0
275,3285.0,92.12615586342203,0,14,4183.424052682086,0
896,9.0,2221.599329957865,1,40,1105.4439701056606,1
70,2975.0,924.9006745541488,0,5,3742.207399236055,0
292,2541.0,47.01097332801509,0,14,8623.280215995022,0
132,1728.0,1070.9841299728364,0,9,2942.423499894475,0
301,2016.0,106.98765429379648,0,5,2664.36106661347,0
425,1798.0,,0,10,3252.5477621932987,0
327,653.0,81.09988952005322,0,13,6996.526722129614,0
145,809.0,59.38819395853815,0,9,3801.9278100659944,0
424,2176.0,1999.2833473265362,0,6,4903.655269224686,0
581,1273.0,135.86293183142493,0,5,1743.2383621095148,0
136,1826.0,285.87226024144564,0,14,2187.8190944362673,0
451,1376.0,78.09252998385968,0,7,1371.9685338805948,0
165,2844.0,140.38320929207913,0,9,1924.7431046689755,0
29,2354.0,66.57727508949878,0,3,1685.598016151074,0
774,23.0,976.5326566386001,1,36,892.9980597460386,1
194,3344.0,57.03944530785171,0,4,6024.777150912552,0
389,499.0,126.98554301705448,0,6,1508.7963621857864,0
853,24.0,1097.2213692914922,1,17,755.3873115051637,1
170,236.0,357.3657233167805,0,8,5980.1004439047665,0
706,425.0,563.3635107868647,0,5,4899.671699354731,0
141,3129.0,211.33143057287526,0,4,,0
174,1514.0,83.7282491670382,0,1,2989.7424454547095,0
7,3122.0,209.96390825470283,0,12,1304.2181024424644,0
746,2665.0,942.5502566387283,1,2,3091.8622046988917,0
479,2980.0,187.86220998872298,1,1,,0
74,3033.0,688.9021921736346,0,4,2000.6140119696126,0
911,27.0,1565.0099037625457,1,24,898.2633162189884,1
814,8.0,1589.765953543456,1,45,951.8919756865507,1
239,3334.0,113.1632303400414,0,9,1343.010126434341,0
146,3007.0,62.944920595342815,0,1,1770.3092563799278,0
793,2.0,1501.7036318385242,1,47,1383.8556009280476,1
235,2028.0,341.89442316675786,0,8,2448.049780981763,0
221,2705.0,49.51964908292184,0,3,4037.7447617433872,0
924,26.0,2274.8497091555028,1,27,870.6623291274702,1
501,1178.0,129.66049056234067,0,2,5629.728339634343,0
133,448.0,209.8279189188384,0,12,2002.3082353308566,0
991,8.0,2426.1725832308834,1,25,1972.92789087842,1
775,25.0,2065.595045171942,1,20,1354.1922737356433,1
186,2826.0,584.0819306685141,0,3,2663.8837968744456,0
42,2777.0,69.14900124909755,0,3,1612.4990608126534,0
697,625.0,51.054154041050595,0,1,2464.420899815534,0
109,908.0,,0,8,1863.941468729429,0
589,482.0,115.24247192039678,0,4,2680.4100730903974,0
57,2098.0,145.35983572918246,0,1,1964.290290660494,0
406,2956.0,125.60551717030191,0,14,1650.004457992851,0
443,3357.0,254.31784669918056,0,12,2552.9369328917296,0
758,,2084.3531305476013,1,17,980.7447516133542,1
998,8.0,,1,23,464.08736039359405,1
25,2883.0,470.8452861571578,0,3,3056.95154983273,0
468,1530.0,225.4886702729649,0,11,3379.799488620268,0
540,860.0,4769.309264225634,0,5,6450.714062196089,0
532,298.0,333.8777374710612,0,5,1479.0260814166718,0
619,365.0,515.3012072584647,0,12,1474.8161709330031,0
695,1326.0,86.4193784653499,0,7,1857.0399015692021,0
927,4.0,2515.933991267415,1,38,1133.4321423494785,1
339,3334.0,51.41250801508208,0,7,4428.281568729309,0
52,2909.0,70.93294113797192,0,7,4288.804748498335,0
508,711.0,103.34264972249531,0,5,1602.2643824471168,0
517,1625.0,318.19363205121977,0,6,3291.7087823874654,0
921,13.0,2269.364488026254,1,40,1077.5983443566165,1
782,7.0,1286.3332052422675,1,10,981.6988084433849,1
265,1106.0,459.77561793760435,0,14,2040.5347983451893,0
818,8.0,1891.3581515315882,1,39,676.7871769045726,1
711,2532.0,2686.935481168544,0,3,1297.9677086285922,0
683,2173.0,384.8550107693916,0,14,2711.986066069156,0
833,5.0,2419.7967728336025,0,26,966.0615842452779,1
519,34.0,77.41077029568802,0,2,1665.5131886570732,0
448,1788.0,53.16707245087537,0,8,786.6173168236011,0
19,1715.0,91.00051031319795,0,12,1248.3354723984005,0
716,880.0,1035.9648419293894,0,2,1384.5459871917833,0
484,2589.0,826.0254250643363,0,5,4031.5280571101466,0
569,,79.3854928274298,0,3,4647.478516980454,0
434,729.0,177.32271333127596,0,9,1552.7552158745154,0
368,2899.0,48.995799139488234,0,10,3799.916597585574,0
84,3489.0,106.20270304851601,0,1,2303.22536584688,0
62,630.0,134.1596000202897,0,4,1143.0876561470816,0
639,1096.0,53.310339463482926,0,14,7713.389572564031,0
273,,219.12017446032283,0,6,5729.481990192165,0
286,2221.0,336.8375690177226,0,5,1624.4725084544625,0
361,128.0,,0,10,2115.0960704391905,0
355,133.0,149.000148292334,0,12,3116.123399153589,0
457,1716.0,401.0979949738596,0,4,3219.8637156893683,0
279,323.0,72.52748872952361,0,11,2005.643986421715,0
13,1512.0,35.138586101085714,0,3,2549.446021150677,0
183,2562.0,1614.954922553454,0,5,3149.4475505665127,0
369,3264.0,36.382278926783364,0,2,3375.367723734712,0
882,15.0,2395.2506803308615,0,35,1324.5954427749825,1
616,545.0,945.5762873617924,0,3,4018.4444986049025,0
224,1312.0,260.7316002895807,0,7,6106.498250526508,0
573,3177.0,252.70252922720644,1,12,3118.6792399600085,0
971,22.0,2625.4772371134245,1,30,828.4761874131816,1
654,3047.0,80.70419884684951,0,1,2356.892957669333,0
546,3575.0,34.49179090544677,0,2,2808.30739788192,0
583,3148.0,191.74468514817138,0,5,2693.790755004305,0
634,3528.0,901.106932871566,0,3,1131.99145291632,0
177,3342.0,22.780472592012515,0,3,,0
666,3477.0,229.37673693714981,0,2,2465.0721526993466,0
674,1922.0,2243.918637330583,0,10,,0
586,1803.0,607.8775850600764,0,5,1877.3776425581002,0
874,18.0,1888.4664822596292,0,39,,1
394,2115.0,139.99372689858438,0,1,,0
164,532.0,321.70080108774897,0,2,1905.239516994951,0
249,1666.0,407.6909696014829,0,13,1737.7583591172822,0
635,1666.0,289.4816262519155,0,2,3317.0237626696926,0
886,17.0,1821.8548526976078,1,32,1033.4117805520157,1
670,3098.0,475.1890676290375,0,11,,0
376,1330.0,305.79339071927063,0,3,3298.93880848958,0
413,576.0,199.20780496457002,1,12,1367.5731750488649,0
75,1508.0,249.95182149491825,0,12,4354.281800302986,0
114,2265.0,30.529749563845215,0,6,1433.8741886816297,0
599,3355.0,107.07324370849109,0,6,1320.314252713868,0
962,29.0,1813.9558792735224,0,47,1079.432593293394,1
391,1075.0,,0,14,,0
105,1046.0,1005.4229283670879,0,4,2386.363055415593,0
115,409.0,529.119115517349,0,9,1493.514506630975,0
418,1273.0,196.71113489905065,0,4,5662.249803932515,0
526,3451.0,103.87327863592985,0,14,3031.2988547182067,0
458,3039.0,726.8597538314281,1,3,4269.307644942495,0
410,3097.0,635.2448197215872,0,8,5229.181421225671,0
93,2807.0,719.1344540132174,0,14,3158.612709028213,0
931,25.0,,1,15,1002.1535400723826,1
90,1530.0,329.3082954551948,0,11,5721.384241650619,0
337,3092.0,69.56953938637282,0,11,4624.332630550418,0
989,24.0,1901.7389402863082,1,10,1303.7912228932214,1
922,25.0,1894.362372424843,1,20,1063.821932757298,1
934,6.0,1821.630718370486,1,25,1663.7593118191726,1
606,3201.0,191.43638539417591,0,1,3180.639705062484,0
594,2509.0,1273.3304303257362,0,2,2051.5192489474816,0
612,1661.0,417.2688015874701,1,12,904.4682505098208,0
95,191.0,512.6829450718548,0,14,3511.0321737858976,0
12,360.0,166.56075481474943,0,6,1785.2782204213397,0
397,592.0,266.9490142135026,0,12,1736.39374198175,0
534,665.0,355.69221403154745,0,9,5943.465888841711,0
44,1836.0,,0,4,4637.7902077936715,0
43,1005.0,99.56111238681423,0,1,3028.575552051166,0
330,2079.0,45.50779006295605,0,10,7156.724605932848,0
168,2872.0,160.10593112533405,0,6,2993.9515826237075,0
